CIS #,Profile,Recommendation,Status,Policy,Setting definition ID,Configured value,vs v4.0.0,Notes
37.2,L1,Ensure 'Enable Domain Network Firewall: Default Inbound Action for Domain Profile' is set to 'Block' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_domainprofile_enablefirewall,Enable Domain Network Firewall = True [Default Inbound Action for Domain Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log'; Log Max File Size = 16384],Changed,
37.3,L1,Ensure 'Enable Domain Network Firewall: Disable Inbound Notifications' is set to 'True' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_domainprofile_enablefirewall,Enable Domain Network Firewall = True [Default Inbound Action for Domain Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log'; Log Max File Size = 16384],Changed,
37.4,L1,Ensure 'Enable Domain Network Firewall: Enable Log Dropped Packets' is set to 'Yes: Enable Logging Of Dropped Packets' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_domainprofile_enablefirewall,Enable Domain Network Firewall = True [Default Inbound Action for Domain Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log'; Log Max File Size = 16384],Changed,
37.5,L1,Ensure 'Enable Domain Network Firewall: Enable Log Success Connections' is set to 'Enable Logging Of Successful Connections' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_domainprofile_enablefirewall,Enable Domain Network Firewall = True [Default Inbound Action for Domain Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log'; Log Max File Size = 16384],Changed,
37.6,L1,Ensure 'Enable Domain Network Firewall: Log File Path' is configured (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_domainprofile_enablefirewall,Enable Domain Network Firewall = True [Default Inbound Action for Domain Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log'; Log Max File Size = 16384],Changed,
37.7,L1,"Ensure 'Enable Domain Network Firewall: Log Max File Size' is set to '16,384 KB or greater' (Automated)",In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_domainprofile_enablefirewall,Enable Domain Network Firewall = True [Default Inbound Action for Domain Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log'; Log Max File Size = 16384],Changed,
37.8,L1,Ensure 'Enable Private Network Firewall' is set to 'True' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_privateprofile_enablefirewall,Enable Private Network Firewall = True [Default Inbound Action for Private Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log'; Log Max File Size = 16384],Changed,
37.9,L1,Ensure 'Enable Private Network Firewall: Default Inbound Action for Private Profile' is set to 'Block' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_privateprofile_enablefirewall,Enable Private Network Firewall = True [Default Inbound Action for Private Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log'; Log Max File Size = 16384],Changed,
37.10,L1,Ensure 'Enable Private Network Firewall: Disable Inbound Notifications' is set to 'True' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_privateprofile_enablefirewall,Enable Private Network Firewall = True [Default Inbound Action for Private Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log'; Log Max File Size = 16384],Changed,
37.11,L1,Ensure 'Enable Private Network Firewall: Enable Log Success Connections' is set to 'Enable Logging Of Successful Connections' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_privateprofile_enablefirewall,Enable Private Network Firewall = True [Default Inbound Action for Private Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log'; Log Max File Size = 16384],Changed,
37.12,L1,Ensure 'Enable Private Network Firewall: Enable Log Dropped Packets' is set to 'Yes: Enable Logging Of Dropped Packets' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_privateprofile_enablefirewall,Enable Private Network Firewall = True [Default Inbound Action for Private Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log'; Log Max File Size = 16384],Changed,
37.13,L1,Ensure 'Enable Private Network Firewall: Log File Path' is configured (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_privateprofile_enablefirewall,Enable Private Network Firewall = True [Default Inbound Action for Private Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log'; Log Max File Size = 16384],Changed,
37.14,L1,"Ensure 'Enable Private Network Firewall: Log Max File Size' is set to '16,384 KB or greater' (Automated)",In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_privateprofile_enablefirewall,Enable Private Network Firewall = True [Default Inbound Action for Private Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log'; Log Max File Size = 16384],Changed,
37.15,L1,Ensure 'Enable Public Network Firewall' is set to 'True' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.16,L1,Ensure 'Enable Public Network Firewall: Allow Local Ipsec Policy Merge' is set to 'False' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.17,L1,Ensure 'Enable Public Network Firewall: Allow Local Policy Merge' is set to 'False' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.18,L1,Ensure 'Enable Public Network Firewall: Default Inbound Action for Public Profile' is set to 'Block' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.19,L1,Ensure 'Enable Public Network Firewall: Disable Inbound Notifications' is set to 'True' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.20,L1,Ensure 'Enable Public Network Firewall: Enable Log Dropped Packets' is set to 'Yes: Enable Logging Of Dropped Packets' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.21,L1,Ensure 'Enable Public Network Firewall: Enable Log Success Connections' is set to 'Enable Logging Of Successful Connections' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.22,L1,Ensure 'Enable Public Network Firewall: Log File Path' is configured (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
37.23,L1,"Ensure 'Enable Public Network Firewall: Log Max File Size' is set to '16,384 KB or greater' (Automated)",In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_publicprofile_enablefirewall,Enable Public Network Firewall = True [Allow Local Ipsec Policy Merge = False; Allow Local Policy Merge = False; Default Inbound Action for Public Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log'; Log Max File Size = 16384],Changed,
45.1,L1,Ensure 'Audit Client Does Not Support Encryption' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanserver_auditclientdoesnotsupportencryption,Audit Client Does Not Support Encryption = Enabled,New,
45.2,L1,Ensure 'Audit Client Does Not Support Signing' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanserver_auditclientdoesnotsupportsigning,Audit Client Does Not Support Signing = Enabled,New,
45.3,L1,Ensure 'Audit Insecure Guest Logon' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanserver_auditinsecureguestlogon,Audit Insecure Guest Logon = Enabled,New,
45.4,L1,Ensure 'Auth Rate Limiter Delay In Ms' is set to '2000' or higher (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanserver_authratelimiterdelayinms,Auth Rate Limiter Delay In Ms = 2000,New,
45.5,L1,Ensure 'Enable Auth Rate Limiter' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanserver_enableauthratelimiter,Enable Auth Rate Limiter = Enabled,New,
45.6,L1,Ensure 'Enable Mailslots' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanserver_enablemailslots,Enable Mailslots = Disabled,New,
45.7,L1,Ensure 'Min Smb2 Dialect' is set to '3.1.1' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanserver_minsmb2dialect,Min Smb2 Dialect = SMB 3.1.1,New,
46.1,L1,Ensure 'Audit Insecure Guest Logon' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanworkstation_auditinsecureguestlogon,Audit Insecure Guest Logon = Enabled,New,
46.2,L1,Ensure 'Audit Server Does Not Support Encryption' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanworkstation_auditserverdoesnotsupportencryption,Audit Server Does Not Support Encryption = Enabled,New,
46.3,L1,Ensure 'Audit Server Does Not Support Signing' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanworkstation_auditserverdoesnotsupportsigning,Audit Server Does Not Support Signing = Enabled,New,
46.4,L1,Ensure 'Enable insecure guest logons' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanworkstation_enableinsecureguestlogons,Enable Insecure Guest Logons = Disabled,Unchanged,
46.5,L1,Ensure Enable Mailslots' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanworkstation_enablemailslots,Enable Mailslots = Disabled,New,
46.6,L1,Ensure 'Min Smb2 Dialect' is set to '3.1.1' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanworkstation_minsmb2dialect,Min Smb2 Dialect = SMB 3.1.1,New,
46.7,L1,Ensure 'Require Encryption' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_lanmanworkstation_requireencryption,Require Encryption = Enabled,New,
47.1,L2,Ensure 'Disallow KMS Client Online AVS Validation' is set to 'Allow' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_licensing_disallowkmsclientonlineavsvalidation,Disallow KMS Client Online AVS Validation = Allow,New,
49.1,L1,Ensure 'Accounts: Enable Guest account status' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_accounts_enableguestaccountstatus,Accounts Enable Guest Account Status = Disable,Unchanged,
49.2,L1,Ensure 'Accounts: Limit local account use of blank passwords to console logon only' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_accounts_limitlocalaccountuseofblankpasswordstoconsolelogononly,Accounts Limit Local Account Use Of Blank Passwords To Console Logon Only = Enabled,Unchanged,
49.3,L1,Configure 'Accounts: Rename administrator account' (Automated),Organisation-specific (not baselined),,,,,"Organisation-specific value (account names / logon banner) — set per customer, not baselined"
49.4,L1,Configure 'Accounts: Rename guest account' (Automated),Organisation-specific (not baselined),,,,,"Organisation-specific value (account names / logon banner) — set per customer, not baselined"
49.5,L2,Ensure 'Devices: Prevent users from installing printer drivers when connecting to shared printers' is set to 'Enable' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_devices_preventusersfrominstallingprinterdriverswhenconnectingtosharedprinters,Devices Prevent Users From Installing Printer Drivers When Connecting To Shared Printers = Enable,New,
49.6,L1,Ensure 'Interactive logon: Do not display last signed-in' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_interactivelogon_donotdisplaylastsignedin,Interactive Logon Do Not Display Last Signed In = Enabled (username will not be shown),New,
49.7,L2,Ensure 'Interactive logon: Do not require CTRL+ALT+DEL' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_interactivelogon_donotrequirectrlaltdel,Interactive Logon Do Not Require CTRLALTDEL = Disabled,New,
49.8,L1,"Ensure 'Interactive logon: Machine inactivity limit' is set to '900 or fewer second(s), but not 0' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_interactivelogon_machineinactivitylimit_v2,Interactive Logon Machine Inactivity Limit = 900,New,
49.9,L1,Configure 'Interactive logon: Message text for users attempting to log on' (Automated),Organisation-specific (not baselined),,,,,"Organisation-specific value (account names / logon banner) — set per customer, not baselined"
49.10,L1,Configure 'Interactive logon: Message title for users attempting to log on' (Automated),Organisation-specific (not baselined),,,,,"Organisation-specific value (account names / logon banner) — set per customer, not baselined"
49.11,L1,Ensure 'Interactive logon: Smart card removal behavior' is set to 'Lock Workstation' or higher (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_interactivelogon_smartcardremovalbehavior,Interactive Logon Smart Card Removal Behavior = Lock Workstation,Unchanged,
49.12,L1,Ensure 'Microsoft network client: Digitally sign communications (always)' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_microsoftnetworkclient_digitallysigncommunicationsalways,Microsoft Network Client Digitally Sign Communications Always = Enable,Unchanged,
49.13,L1,Ensure 'Microsoft network client: Send unencrypted password to third-party SMB servers' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_microsoftnetworkclient_sendunencryptedpasswordtothirdpartysmbservers,Microsoft Network Client Send Unencrypted Password To Third Party SMB Servers = Disable,Unchanged,
49.14,L1,Ensure 'Microsoft network server: Digitally sign communications (always)' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_microsoftnetworkserver_digitallysigncommunicationsalways,Microsoft Network Server Digitally Sign Communications Always = Enable,Unchanged,
49.15,L1,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networkaccess_donotallowanonymousenumerationofsamaccounts,Network Access Do Not Allow Anonymous Enumeration Of SAM Accounts = Enabled,Unchanged,
49.16,L1,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts and shares' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networkaccess_donotallowanonymousenumerationofsamaccountsandshares,Network Access Do Not Allow Anonymous Enumeration Of Sam Accounts And Shares = Enabled,Unchanged,
49.17,L1,Ensure 'Network access: Restrict anonymous access to Named Pipes and Shares' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networkaccess_restrictanonymousaccesstonamedpipesandshares,Network Access Restrict Anonymous Access To Named Pipes And Shares = Enable,Unchanged,
49.18,L1,Ensure 'Network access: Restrict clients allowed to make remote calls to SAM' is set to 'Administrators: Remote Access: Allow' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networkaccess_restrictclientsallowedtomakeremotecallstosam,Network Access Restrict Clients Allowed To Make Remote Calls To SAM = 'O:BAG:BAD:(A;;RC;;;BA)',Unchanged,
49.19,L1,Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Allow' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networksecurity_allowlocalsystemtousecomputeridentityforntlm,Network Security Allow Local System To Use Computer Identity For NTLM = Allow,New,
49.20,L1,Ensure 'Network Security: Allow PKU2U authentication requests' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networksecurity_allowpku2uauthenticationrequests,Network Security Allow PKU2U Authentication Requests = Block,New,
49.21,L1,Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 responses only. Refuse LM and NTLM' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networksecurity_lanmanagerauthenticationlevel,Network Security LAN Manager Authentication Level = Send LM and NTLMv2 responses only. Refuse LM and NTLM,Unchanged,
49.22,L1,Ensure 'Network Security Minimum Session Security For NTLMSSP Based Clients' is set to 'Require NTLM and 128-bit encryption' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networksecurity_minimumsessionsecurityforntlmsspbasedclients,Network Security Minimum Session Security For NTLMSSP Based Clients = Require NTLM and 128-bit encryption,Unchanged,
49.23,L1,Ensure 'Network Security Minimum Session Security For NTLMSSP Based Servers' is set to 'Require NTLM and 128-bit encryption' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networksecurity_minimumsessionsecurityforntlmsspbasedservers,Network Security Minimum Session Security For NTLMSSP Based Servers = Require NTLM and 128-bit encryption,Unchanged,
49.24,L1,Ensure 'Network security: Restrict NTLM: Audit Incoming NTLM Traffic' is set to 'Enable auditing for all accounts' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_networksecurity_restrictntlm_auditincomingntlmtraffic,Network Security Restrict NTLM Audit Incoming NTLM Traffic = Enable auditing for all accounts,New,
49.25,L1,Ensure 'User Account Control: Behavior of the elevation prompt for administrators' is set to 'Prompt for consent on the secure desktop' or higher (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_behavioroftheelevationpromptforadministrators,User Account Control Behavior Of The Elevation Prompt For Administrators = Prompt for consent on the secure desktop,Unchanged,
49.26,L1,Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_behavioroftheelevationpromptforstandardusers,User Account Control Behavior Of The Elevation Prompt For Standard Users = Automatically deny elevation requests,Changed,
49.27,L1,Ensure 'User Account Control: Detect application installations and prompt for elevation' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_detectapplicationinstallationsandpromptforelevation,User Account Control Detect Application Installations And Prompt For Elevation = Enable,Unchanged,
49.28,L1,Ensure 'User Account Control: Only elevate UIAccess applications that are installed in secure locations' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_onlyelevateuiaccessapplicationsthatareinstalledinsecurelocations,User Account Control Only Elevate UI Access Applications That Are Installed In Secure Locations = Enabled: Application runs with UIAccess integrity only if it resides in secure location.,Unchanged,
